carat,cut,color,clarity,table
0.42,Ideal,F,SI1,56.0
0.51,Ideal,F,VS2,55.0
1.02,Very Good,G,SI2,58.0
0.4,Premium,F,SI2,59.0
0.52,Ideal,F,VVS2,57.0
1.0,Very Good,G,VS1,61.0
0.74,Premium,F,SI1,59.0
1.16,Premium,H,SI2,58.0
0.31,Ideal,E,VS2,57.0
0.41,Premium,F,VS2,59.0
0.39,Ideal,G,VVS2,54.0
1.25,Ideal,G,VVS2,57.0
0.7,Ideal,F,VS1,56.0
0.32,Ideal,I,VS2,57.0
0.32,Ideal,H,VS1,56.0
0.3,Ideal,G,VVS1,54.0
1.2,Ideal,G,VVS1,57.0
0.41,Premium,G,VS2,59.0
1.01,Premium,H,VS2,58.0
0.7,Ideal,I,SI1,56.0
1.02,Ideal,F,VS2,56.0
0.9,Very Good,D,SI1,61.0
1.01,Good,F,SI2,57.0
1.0,Premium,G,SI1,60.0
0.61,Ideal,G,VVS2,57.0
1.0,Very Good,F,SI2,55.0
0.7,Very Good,H,VS1,59.0
1.01,Premium,F,VS1,58.0
0.72,Ideal,I,SI1,56.0
0.24,Very Good,F,IF,56.0
1.37,Ideal,J,VVS2,56.0
0.31,Ideal,I,VVS1,57.0
0.36,Premium,E,VVS2,58.0
0.31,Ideal,G,VVS2,56.0
0.71,Very Good,I,VS1,56.0
2.02,Premium,H,SI2,58.0
0.53,Ideal,D,VS2,57.0
1.5,Premium,G,VS2,59.0
0.39,Premium,D,VS2,59.0
0.7,Premium,G,VVS2,59.0
0.5,Very Good,D,SI1,55.0
0.33,Ideal,H,VS2,55.0
1.5,Premium,F,SI1,59.0
0.55,Ideal,F,VS2,56.0
0.3,Very Good,E,SI1,55.0
1.24,Ideal,H,VVS2,56.0
0.34,Ideal,G,VS2,56.0
0.31,Ideal,D,VS2,56.0
0.32,Very Good,E,VS1,61.0
0.33,Premium,I,VS1,62.0
0.4,Ideal,I,VVS2,57.0
0.52,Ideal,E,VS1,56.0
0.23,Very Good,E,VVS1,56.0
0.54,Ideal,I,VVS2,56.0
0.52,Ideal,E,SI1,57.0
0.26,Ideal,G,VVS2,56.0
0.35,Ideal,H,VVS1,56.0
1.24,Ideal,H,VS1,58.0
0.33,Ideal,D,SI1,57.0
0.35,Ideal,F,VVS1,56.0
1.02,Ideal,H,SI2,59.0
1.0,Premium,H,SI1,59.0
0.41,Ideal,G,VS1,55.0
1.02,Very Good,I,SI2,59.0
0.35,Premium,G,VS1,58.0
1.21,Premium,G,VS2,58.0
1.03,Premium,G,SI1,58.0
0.57,Ideal,E,VS2,56.0
0.74,Very Good,D,VS1,56.0
0.43,Ideal,G,VS1,56.0
2.14,Ideal,I,VS1,57.0
0.57,Very Good,E,VS2,56.0
0.9,Very Good,E,SI1,56.0
0.55,Ideal,D,VS2,55.0
0.77,Ideal,G,SI2,55.0
0.33,Ideal,G,VS1,54.0
0.3,Ideal,F,VVS1,57.0
1.22,Ideal,I,IF,57.0
0.39,Premium,I,SI1,58.0
1.5,Good,H,VS2,56.0
0.9,Ideal,F,SI1,56.0
0.73,Ideal,D,VS2,56.0
0.41,Ideal,F,VS2,57.0
1.01,Premium,I,SI2,59.0
0.54,Ideal,D,VS2,55.0
1.13,Very Good,G,VS1,59.0
0.27,Ideal,F,IF,57.0
0.4,Very Good,E,VS2,59.0
0.7,Good,E,VS2,55.0
1.0,Good,F,SI2,58.0
0.71,Premium,G,VS1,60.0
0.24,Very Good,E,SI2,59.0
0.73,Premium,G,SI1,58.0
1.2,Premium,G,SI1,60.0
0.9,Good,E,SI1,64.0
0.7,Premium,D,SI2,57.0
0.41,Ideal,D,SI1,57.0
0.31,Premium,H,SI1,58.0
0.41,Ideal,I,VVS2,57.0
0.54,Ideal,D,SI2,59.0
0.92,Fair,I,VS2,58.0
1.04,Ideal,D,VS1,54.0
0.32,Ideal,I,VS2,55.0
0.41,Very Good,E,SI1,62.0
0.78,Ideal,D,VS2,57.0
0.74,Ideal,D,VS2,55.0
0.7,Very Good,G,SI1,56.0
0.32,Ideal,H,VS2,56.0
0.39,Very Good,E,VVS2,58.0
1.24,Ideal,I,VS1,58.0
1.01,Premium,I,SI1,58.0
1.2,Ideal,G,VS1,56.0
0.82,Ideal,E,SI1,55.0
0.32,Very Good,G,SI1,57.0
1.02,Ideal,D,SI1,56.0
0.9,Very Good,I,VS1,57.0
0.9,Ideal,G,SI2,56.0
0.52,Premium,G,VVS2,58.0
0.31,Ideal,D,VVS1,56.0
0.33,Ideal,D,SI1,55.0
0.42,Ideal,E,VVS2,56.0
1.54,Ideal,H,VVS1,57.0
0.31,Ideal,I,VS2,56.0
0.3,Ideal,J,VS2,56.0
0.73,Ideal,G,SI1,56.0
0.53,Ideal,F,SI1,55.0
1.03,Ideal,I,VS2,57.0
0.57,Ideal,H,VS1,57.0
1.03,Ideal,F,SI1,56.0
0.33,Ideal,F,VVS1,57.0
2.14,Ideal,H,SI2,56.0
1.17,Good,J,VS2,56.0
1.0,Fair,E,I1,57.0
1.01,Very Good,D,SI1,58.0
0.36,Ideal,D,VS2,56.0
0.42,Ideal,G,VVS2,54.0
1.31,Premium,I,VS2,59.0
0.4,Ideal,E,VS1,57.0
0.5,Fair,E,SI2,57.0
2.01,Very Good,I,SI2,62.0
0.32,Ideal,H,VVS2,55.0
1.2,Very Good,F,SI1,57.0
1.51,Premium,F,SI2,59.0
0.32,Good,H,VS1,57.0
0.33,Ideal,G,IF,56.0
1.0,Premium,H,SI1,59.0
1.0,Premium,E,VS2,59.0
0.49,Premium,G,VS1,58.0
0.5,Ideal,G,VS2,54.0
0.32,Ideal,G,VS2,55.0
0.54,Ideal,D,VS2,56.0
0.27,Very Good,F,VVS2,58.0
0.41,Ideal,E,VS2,56.0
1.07,Ideal,H,VS2,57.0
1.22,Premium,H,SI1,59.0
2.22,Premium,G,SI2,59.0
0.61,Very Good,E,VS2,56.0
1.01,Very Good,G,VS2,56.0
0.51,Very Good,F,VS2,57.0
1.5,Ideal,G,VS1,55.0
0.3,Premium,E,VVS2,56.0
1.74,Ideal,I,VS2,56.0
1.51,Premium,H,VS2,58.0
0.55,Premium,G,VVS2,57.0
0.72,Premium,G,SI1,58.0
0.32,Ideal,G,IF,56.0
0.9,Good,D,SI2,61.0
2.11,Ideal,I,SI2,57.0
1.21,Ideal,E,VS1,57.0
0.7,Ideal,H,SI1,56.0
1.01,Premium,G,VS1,58.0
2.07,Ideal,F,SI2,56.0
0.3,Very Good,G,VVS2,60.0
1.51,Premium,I,VS2,59.0
1.06,Ideal,E,SI1,57.0
1.51,Very Good,I,SI1,58.0
0.31,Ideal,H,VS2,54.0
0.55,Ideal,F,VS1,55.0
0.58,Ideal,I,SI1,58.0
0.31,Good,H,SI1,56.0
1.23,Ideal,H,SI1,55.0
0.35,Premium,E,VS2,59.0
1.51,Very Good,J,VS1,59.0
1.25,Ideal,G,SI1,56.0
0.24,Ideal,F,VVS1,54.0
0.31,Ideal,G,VS1,55.0
1.01,Premium,G,VS1,59.0
1.02,Premium,J,SI1,58.0
1.01,Ideal,G,VS1,57.0
0.7,Very Good,D,SI1,60.0
0.26,Ideal,H,VVS2,54.0
0.32,Ideal,G,SI1,55.0
1.5,Premium,H,SI1,60.0
0.32,Ideal,D,VS2,54.0
0.34,Premium,I,SI1,59.0
0.34,Ideal,E,VS2,55.0
1.76,Premium,G,VS2,58.0
1.1,Ideal,I,SI2,53.0
1.0,Very Good,G,VS2,58.0
1.01,Premium,G,SI1,56.0
0.71,Ideal,D,SI1,56.0
0.51,Very Good,E,VS1,60.0
0.83,Ideal,E,SI1,56.0
0.31,Very Good,E,VS2,55.0
0.5,Premium,E,SI1,58.0
0.71,Ideal,G,SI2,57.0
1.01,Ideal,E,VS2,56.0
0.3,Ideal,F,IF,56.0
0.7,Premium,E,SI1,60.0
0.33,Ideal,H,SI1,55.0
0.72,Good,H,SI1,57.0
1.1,Ideal,H,SI1,56.0
0.31,Premium,G,VS2,59.0
2.03,Premium,F,SI2,60.0
1.72,Ideal,H,SI1,57.0
1.52,Premium,J,VS2,60.0
0.4,Ideal,H,VVS2,55.0
0.59,Ideal,E,SI1,55.2
0.56,Ideal,J,SI1,56.0
0.4,Ideal,E,SI1,57.0
1.06,Ideal,G,VVS1,55.0
0.96,Premium,D,VS2,59.0
1.01,Premium,G,VS1,58.0
1.0,Very Good,E,SI1,60.0
0.31,Premium,F,VVS2,58.0
1.01,Good,H,SI1,59.0
0.52,Premium,H,SI1,56.0
0.73,Ideal,F,VS2,57.0
1.51,Ideal,E,VS2,55.0
0.72,Ideal,F,VS2,56.0
0.32,Ideal,H,SI1,56.0
1.71,Ideal,G,VS2,55.0
1.13,Ideal,F,VS2,57.0
1.04,Ideal,F,VS1,57.0
0.51,Very Good,E,VS2,58.0
0.34,Premium,G,VS2,59.0
0.7,Good,E,SI1,58.0
1.2,Good,F,SI2,56.0
1.11,Ideal,F,SI1,57.0
0.9,Good,H,SI2,59.0
0.77,Ideal,E,VS2,56.0
0.58,Ideal,G,SI1,54.0
0.33,Ideal,F,VS2,56.0
0.7,Very Good,D,SI1,57.0
1.01,Very Good,E,SI1,55.0
0.54,Ideal,D,SI1,57.0
1.51,Premium,H,VS1,58.0
1.04,Ideal,H,SI1,57.0
0.53,Ideal,H,VS2,54.0
0.4,Ideal,E,VS1,57.0
0.77,Premium,G,SI1,58.0
1.5,Good,J,VS1,59.0
1.0,Very Good,F,SI2,59.0
0.7,Premium,E,VS1,59.0
0.41,Ideal,F,VS2,55.0
0.33,Ideal,E,VS2,55.0
0.32,Very Good,G,SI1,56.0
0.32,Premium,I,SI1,59.0
0.72,Ideal,E,SI1,57.0
0.5,Ideal,I,SI1,55.0
2.0,Very Good,G,SI2,57.0
0.53,Ideal,E,VS1,55.6
0.32,Ideal,G,SI1,55.0
0.32,Good,F,SI1,55.0
0.4,Ideal,F,VVS2,57.0
0.53,Good,D,SI1,57.0
0.35,Premium,F,VS2,59.0
0.3,Ideal,F,VS2,56.0
0.36,Ideal,D,SI1,56.0
1.19,Premium,H,SI2,62.0
0.5,Ideal,H,SI1,57.0
0.41,Ideal,G,VS1,57.0
0.38,Very Good,G,VS1,60.0
0.33,Ideal,D,VS2,57.0
1.22,Premium,H,VVS1,58.0
1.25,Ideal,H,SI1,57.0
0.33,Ideal,E,VVS1,57.0
0.51,Very Good,D,VS2,59.0
0.35,Ideal,F,VS2,56.0
2.01,Premium,H,SI1,58.0
0.5,Premium,E,SI2,61.0
1.63,Premium,G,VS1,56.0
1.52,Ideal,H,VS2,56.0
0.6,Ideal,G,VVS2,56.0
0.71,Premium,G,VS1,57.0
1.24,Ideal,D,SI1,57.0
0.78,Premium,E,VS2,58.0
0.42,Ideal,D,VVS2,57.0
0.3,Ideal,F,VS1,56.0
0.3,Very Good,H,VS1,59.0
1.01,Premium,G,SI1,59.0
0.86,Premium,F,SI2,60.0
1.26,Premium,I,SI1,58.0
1.0,Premium,F,SI1,59.0
0.7,Ideal,H,VS1,54.8
1.62,Premium,G,VS1,60.0
1.7,Ideal,F,VS2,57.0
0.31,Very Good,G,SI1,55.0
0.3,Premium,G,SI2,58.0
0.54,Ideal,D,SI2,57.0
0.7,Fair,H,SI1,57.0
0.72,Ideal,E,VS2,56.0
0.3,Premium,G,SI1,59.0
0.32,Ideal,F,VS2,56.0
1.01,Premium,E,SI1,60.0
1.02,Premium,F,SI1,58.0
0.71,Very Good,G,SI1,57.0
1.02,Ideal,D,VS1,56.0
0.9,Very Good,H,SI1,59.0
1.51,Premium,H,SI1,62.0
0.51,Ideal,E,VS2,56.0
0.8,Premium,G,VS1,59.0
0.71,Ideal,E,SI1,56.0
0.79,Ideal,G,SI2,55.0
0.72,Ideal,F,VS1,56.0
1.01,Ideal,G,VS2,57.0
1.01,Ideal,G,VS2,56.0
0.36,Ideal,D,VS2,56.0
1.33,Very Good,H,SI2,58.0
1.36,Ideal,H,VS1,54.0
1.19,Premium,D,SI2,58.0
1.5,Premium,E,VS2,58.0
1.01,Ideal,G,SI2,56.0
2.01,Fair,H,SI2,57.0
0.32,Ideal,G,VS2,57.0
1.2,Ideal,E,SI2,56.0
0.32,Ideal,D,VVS2,57.0
0.54,Ideal,E,VS2,57.0
0.37,Ideal,D,VS2,55.0
1.03,Ideal,G,SI1,57.0
2.0,Very Good,F,SI2,57.0
0.73,Ideal,E,SI1,55.0
0.42,Ideal,E,VVS1,56.0
1.0,Very Good,H,VS2,55.0
0.59,Ideal,G,VS2,56.0
1.21,Very Good,G,VS2,57.0
2.11,Premium,E,SI2,59.0
0.26,Ideal,I,VVS2,57.0
0.3,Ideal,F,VS2,55.0
0.43,Ideal,I,VS2,56.0
1.38,Ideal,I,SI1,56.0
0.3,Ideal,F,VS2,55.0
0.33,Ideal,G,SI2,54.0
0.32,Premium,G,VS2,58.0
1.01,Very Good,E,VS2,59.0
0.38,Ideal,G,SI1,57.0
1.07,Very Good,F,SI1,57.0
0.71,Premium,F,SI2,57.0
1.27,Ideal,G,VVS2,55.0
1.06,Premium,E,VS1,59.0
0.31,Ideal,E,VS2,55.0
0.71,Good,F,SI1,56.0
0.39,Ideal,G,VS2,55.0
0.48,Ideal,J,VVS2,56.0
0.54,Premium,F,SI2,59.0
0.41,Premium,G,VS2,59.0
1.52,Premium,H,VS2,58.0
1.01,Very Good,E,VS2,58.0
1.0,Very Good,G,VS1,61.0
0.3,Ideal,H,IF,54.0
0.3,Ideal,E,VS2,57.0
1.09,Ideal,H,SI1,56.5
1.5,Ideal,G,VS2,57.0
0.53,Ideal,E,VS1,56.0
1.1,Very Good,D,VS1,57.0
1.03,Premium,E,SI1,59.0
1.03,Good,F,SI1,56.0
1.5,Premium,G,SI1,61.0
0.9,Premium,I,VS1,59.0
1.03,Ideal,G,VVS2,57.0
1.01,Good,D,VS1,61.0
1.0,Ideal,E,SI2,56.0
0.51,Ideal,E,SI1,55.0
0.31,Premium,E,VVS2,59.0
0.33,Ideal,F,VVS2,56.0
2.03,Premium,E,SI2,58.0
0.31,Premium,G,SI1,58.0
0.7,Ideal,G,VS2,56.0
1.0,Very Good,D,VS2,56.0
0.41,Premium,G,SI2,57.0
2.03,Very Good,I,SI1,57.0
0.3,Ideal,G,VVS1,55.0
1.51,Ideal,H,VS2,57.0
0.3,Ideal,F,SI1,56.0
0.67,Premium,H,SI1,59.0
1.01,Premium,D,I1,59.0
0.96,Very Good,D,SI2,57.0
0.7,Good,F,VS2,62.0
1.41,Ideal,F,VS2,57.0
0.58,Ideal,F,VS2,56.0
0.72,Ideal,G,VS1,56.0
0.52,Ideal,G,VVS2,55.0
0.3,Very Good,F,SI1,56.0
0.42,Very Good,E,SI1,55.0
0.42,Premium,E,VS2,59.0
1.26,Ideal,I,SI1,56.0
0.4,Ideal,E,VS2,57.0
0.4,Ideal,G,VS2,56.0
1.03,Premium,F,SI1,59.0
0.4,Good,F,VVS2,55.0
0.41,Very Good,E,VVS2,61.0
0.41,Very Good,H,VS1,58.0
0.31,Ideal,I,VS1,57.0
0.56,Ideal,D,SI1,57.0
0.33,Ideal,G,VS2,55.0
0.4,Ideal,G,VS2,56.0
1.17,Premium,I,SI1,57.0
0.35,Very Good,G,VS1,62.0
1.2,Ideal,D,VS1,55.0
0.3,Ideal,H,VS1,57.0
0.72,Premium,E,SI1,62.0
1.01,Good,G,SI2,59.0
2.18,Ideal,I,SI2,57.0
0.55,Premium,E,SI1,61.0
2.05,Ideal,H,SI1,57.0
1.0,Good,E,SI2,55.0
0.3,Ideal,F,VVS2,54.0
2.23,Ideal,H,SI2,57.0
0.54,Ideal,F,VS1,55.0
0.28,Ideal,H,VS1,57.0
0.3,Premium,G,VS1,62.0
1.56,Premium,H,SI1,59.0
1.18,Ideal,I,VS1,57.0
1.76,Ideal,G,VS1,55.0
0.7,Ideal,G,VS2,57.0
0.42,Ideal,F,VVS1,56.0
0.41,Ideal,F,VS1,56.0
1.11,Ideal,G,SI1,57.0
2.01,Very Good,J,VS2,58.0
1.01,Very Good,G,VS1,59.0
1.52,Good,I,VS1,58.0
0.31,Premium,H,VVS2,58.0
0.33,Ideal,G,VS1,55.0
0.52,Premium,E,SI1,61.0
0.72,Ideal,F,SI1,55.0
1.22,Ideal,H,VS1,56.0
0.9,Ideal,G,SI1,57.0
0.4,Very Good,E,VS1,58.0
2.14,Premium,I,VS2,58.0
0.7,Ideal,D,SI1,55.0
1.22,Ideal,J,VS2,56.0
1.0,Very Good,F,SI1,60.0
0.3,Very Good,G,VVS2,62.0
2.04,Premium,J,SI1,58.0
0.33,Ideal,E,VS2,56.0
0.38,Ideal,F,IF,56.0
1.06,Ideal,G,VS1,56.0
0.41,Ideal,G,VVS2,56.0
1.22,Premium,H,SI2,60.0
1.53,Ideal,I,SI1,55.0
0.32,Premium,J,SI1,57.0
0.31,Ideal,D,VS2,54.0
0.39,Ideal,F,VVS1,55.0
1.05,Premium,G,VS2,59.0
0.56,Ideal,G,VS2,56.0
0.53,Ideal,G,VVS2,56.0
0.71,Premium,D,SI2,59.0
0.53,Very Good,G,VVS2,57.0
0.32,Ideal,E,VS2,55.0
0.35,Ideal,F,VS2,57.0
2.05,Ideal,H,SI2,55.0
0.75,Premium,D,SI1,59.0
0.7,Premium,E,SI1,57.0
0.33,Ideal,F,VVS2,57.0
0.5,Premium,D,SI1,60.0
0.79,Ideal,E,SI1,56.0
1.22,Good,J,SI1,58.0
2.0,Ideal,E,SI2,57.0
0.45,Premium,E,SI2,58.0
0.26,Very Good,E,VVS1,58.0
0.41,Ideal,G,VS2,55.0
1.06,Premium,D,SI1,59.0
0.55,Ideal,D,SI1,55.0
0.72,Good,G,SI1,57.0
0.34,Premium,H,IF,60.0
0.32,Ideal,G,VS1,57.0
1.05,Very Good,E,VS1,57.0
0.31,Ideal,G,SI1,56.0
0.7,Premium,G,SI2,58.0
0.35,Premium,E,IF,60.0
0.41,Premium,F,VVS2,59.0
0.31,Ideal,F,IF,56.0
0.74,Ideal,F,VS2,57.0
0.31,Ideal,D,VVS1,54.0
0.33,Ideal,D,VS2,55.0
0.31,Ideal,D,VS1,54.0
0.31,Ideal,G,VS1,55.0
0.91,Good,F,SI2,57.0
0.71,Very Good,G,SI1,58.0
1.0,Very Good,E,VS2,60.0
0.65,Premium,E,VS2,61.0
0.56,Ideal,F,VS2,56.0
0.41,Ideal,D,VS1,57.0
0.32,Ideal,I,VVS2,57.0
1.3,Premium,I,SI1,58.0
1.54,Fair,I,SI1,55.0
1.01,Very Good,G,VVS2,58.0
2.02,Very Good,H,SI1,62.0
1.0,Very Good,G,VS1,63.0
1.53,Premium,G,VS1,60.0
0.7,Premium,F,VS1,59.0
0.51,Ideal,D,VS2,56.0
1.2,Premium,F,SI2,59.0
0.92,Very Good,D,SI1,53.0
0.55,Ideal,F,VVS1,57.0
1.11,Ideal,G,VS1,54.0
0.54,Ideal,E,SI1,57.0
0.3,Ideal,H,VS2,57.0
0.31,Ideal,G,VVS1,54.0
1.0,Premium,H,VS2,61.0
0.41,Ideal,H,VVS1,54.0
0.72,Premium,F,SI1,60.0
0.3,Very Good,E,VVS2,58.0
1.7,Very Good,J,VS1,56.0
0.57,Ideal,E,VS2,57.0
0.91,Very Good,I,VS2,54.0
1.04,Ideal,G,SI1,56.0
0.36,Ideal,H,SI1,54.0
1.26,Ideal,G,VS2,56.0
0.32,Ideal,G,IF,54.0
1.52,Premium,E,SI2,59.0
0.42,Ideal,E,VS2,56.0
0.31,Ideal,G,VVS2,56.0
1.06,Ideal,G,VS2,56.0
0.3,Premium,G,IF,56.0
0.31,Premium,E,VVS1,61.0
0.96,Premium,I,SI2,57.0
0.5,Very Good,G,SI2,57.0
0.7,Very Good,F,VS2,56.0
0.32,Premium,G,VVS2,59.0
2.06,Very Good,H,SI2,61.0
0.31,Ideal,H,VVS1,57.0
0.32,Ideal,G,VS1,55.0
1.52,Ideal,H,VS2,57.0
1.11,Very Good,G,VS2,59.0
1.01,Fair,D,SI1,61.0
0.7,Good,F,VS2,61.0
0.32,Ideal,D,SI1,55.0
1.04,Premium,H,SI2,56.0
1.2,Premium,H,SI1,56.0
0.81,Very Good,E,SI1,59.0
1.39,Very Good,I,VS2,54.0
1.04,Ideal,J,SI2,57.0
0.5,Very Good,E,SI1,55.0
0.7,Good,F,SI1,59.0
0.5,Ideal,H,VS2,55.1
0.31,Ideal,G,VS2,56.0
1.32,Very Good,G,SI1,57.0
1.52,Fair,H,SI2,57.0
0.71,Very Good,E,VS1,56.0
1.24,Ideal,G,VVS2,56.0
1.56,Ideal,I,VS2,57.0
1.43,Very Good,I,SI1,56.0
0.4,Premium,I,VS1,59.0
1.03,Ideal,D,VVS2,57.0
1.5,Good,I,VS2,61.0
0.38,Premium,D,VVS2,58.0
0.38,Ideal,H,VS2,56.0
1.01,Premium,I,SI1,58.0
0.32,Ideal,G,IF,55.0
0.71,Premium,F,SI2,59.0
0.31,Premium,H,VS2,58.0
0.3,Ideal,E,SI1,56.0
0.5,Good,E,VS2,62.2
1.54,Premium,I,VS1,60.0
0.41,Premium,E,VS2,58.0
0.53,Very Good,D,SI1,55.0
1.07,Ideal,H,VS2,55.0
1.2,Very Good,F,SI1,56.0
0.7,Ideal,I,VVS2,56.0
1.06,Premium,H,VS2,58.0
0.7,Premium,F,SI1,59.0
0.33,Ideal,F,VS2,56.0
0.85,Ideal,E,SI1,56.0
1.7,Very Good,G,VS1,59.0
2.01,Ideal,I,SI1,57.0
0.3,Premium,H,VS1,58.0
0.31,Ideal,D,VVS1,56.0
1.52,Premium,I,VS2,60.0
0.52,Ideal,H,SI1,55.0
0.51,Ideal,E,SI1,56.0
0.96,Premium,D,SI2,59.0
1.15,Premium,H,SI1,58.0
0.32,Ideal,E,VS2,57.0
0.47,Premium,G,SI2,59.0
0.37,Good,H,SI1,58.0
2.05,Premium,H,VS2,56.0
0.3,Premium,G,VS1,60.0
0.7,Ideal,F,VS2,57.0
0.34,Ideal,D,SI1,55.0
1.0,Very Good,D,SI2,59.0
1.01,Premium,H,SI1,59.0
0.41,Very Good,D,VS2,56.0
0.78,Fair,D,SI2,54.0
0.31,Ideal,D,VS2,54.0
1.01,Premium,G,SI1,59.0
0.95,Very Good,J,VS2,59.0
0.56,Premium,G,VS1,59.0
0.41,Good,G,VS2,59.0
0.41,Very Good,F,VS1,57.0
0.31,Ideal,I,SI1,57.0
0.31,Ideal,D,SI1,54.0
0.56,Ideal,G,VVS2,55.0
0.26,Very Good,H,VVS2,56.0
1.59,Very Good,J,VS1,60.0
0.41,Very Good,E,SI2,61.0
1.0,Premium,H,SI2,58.0
0.3,Ideal,F,VS2,55.0
1.5,Very Good,J,SI2,57.0
0.31,Ideal,H,SI1,54.0
0.74,Ideal,E,VS2,57.0
0.82,Ideal,G,SI1,56.0
0.7,Premium,H,VS2,61.0
0.9,Premium,H,VS1,58.0
1.57,Very Good,E,SI1,57.0
1.02,Ideal,G,VS1,56.0
0.73,Very Good,G,VVS1,57.0
0.4,Ideal,F,VVS2,56.0
1.14,Premium,F,VVS2,58.0
0.38,Very Good,D,VS2,61.0
0.41,Ideal,G,VS2,55.0
0.52,Ideal,F,VVS2,56.0
0.4,Ideal,F,VS1,58.0
0.7,Ideal,E,VS2,55.0
1.14,Ideal,H,VS1,56.0
0.7,Premium,G,SI1,59.0
2.01,Premium,I,VS1,60.0
0.7,Very Good,F,SI1,58.0
0.51,Premium,F,SI2,58.0
0.34,Ideal,F,VS2,57.0
0.51,Premium,E,VS1,58.0
0.71,Premium,D,VS2,60.0
0.5,Very Good,E,SI1,56.0
0.62,Ideal,E,VS1,56.0
2.01,Ideal,I,SI2,57.0
0.5,Very Good,E,SI1,56.0
0.72,Premium,F,SI1,58.0
0.41,Ideal,G,VS2,56.0
0.32,Ideal,I,VS1,55.3
0.24,Very Good,F,VS2,56.0
0.3,Ideal,G,VVS1,56.0
0.42,Ideal,F,VVS1,56.0
0.9,Fair,G,VS1,61.0
1.25,Ideal,F,SI1,55.0
0.71,Ideal,E,VS2,56.0
0.41,Premium,G,SI1,58.0
0.59,Ideal,G,VS1,57.0
1.01,Premium,D,VS2,58.0
0.71,Ideal,G,SI2,57.0
0.8,Premium,F,SI1,58.0
0.52,Ideal,D,VS1,55.0
1.25,Ideal,H,SI2,57.0
0.35,Ideal,D,SI2,55.0
0.3,Ideal,G,VS2,55.0
0.72,Ideal,E,VS2,55.0
0.71,Premium,E,SI1,60.0
1.2,Ideal,G,VVS2,57.0
0.71,Very Good,H,SI1,56.0
1.1,Ideal,H,SI2,57.0
0.55,Ideal,F,VVS2,55.0
0.31,Ideal,G,VS2,56.0
0.3,Ideal,F,IF,56.0
0.31,Premium,G,VVS1,61.0
0.38,Very Good,E,VVS2,57.0
0.31,Premium,G,VS2,61.0
1.53,Very Good,H,VS1,58.0
0.32,Ideal,G,VVS1,55.0
0.31,Premium,E,SI1,59.0
0.54,Very Good,D,VS2,56.0
0.71,Ideal,G,SI2,57.0
0.3,Premium,G,VVS1,58.0
0.3,Premium,H,SI1,60.0
0.38,Very Good,D,VS1,59.0
0.7,Ideal,F,VS2,56.0
0.39,Ideal,F,VVS2,56.0
0.7,Very Good,I,SI1,58.0
0.9,Good,F,SI1,60.0
1.43,Ideal,G,VVS2,56.0
0.75,Very Good,H,SI1,55.0
0.5,Ideal,G,VS2,57.0
1.0,Very Good,F,SI2,56.0
0.52,Ideal,D,SI1,55.0
0.31,Ideal,H,VS2,55.0
0.32,Premium,D,VS2,60.0
0.3,Ideal,I,SI1,57.0
0.6,Premium,E,SI1,54.0
0.36,Ideal,E,VS1,56.0
0.71,Premium,D,VS2,58.0
2.03,Ideal,I,VS1,57.0
0.31,Very Good,G,VS1,56.0
0.41,Ideal,F,VS1,57.0
0.9,Premium,F,SI2,58.0
1.02,Premium,F,SI1,60.0
0.43,Very Good,H,SI1,61.0
0.32,Ideal,D,VS2,55.0
0.52,Ideal,H,VS2,55.0
0.73,Premium,E,SI1,59.0
0.51,Ideal,G,VS2,56.0
0.52,Ideal,D,SI1,57.0
0.9,Good,G,VS1,54.0
0.55,Ideal,J,SI1,56.0
0.7,Premium,I,SI1,61.0
0.91,Very Good,F,SI1,57.0
0.56,Ideal,E,IF,57.0
1.66,Premium,I,VS2,59.0
0.4,Ideal,G,VVS2,57.0
0.93,Premium,D,SI1,60.0
0.74,Premium,E,SI2,59.0
1.52,Premium,F,SI1,62.0
0.36,Premium,I,VVS1,59.0
1.03,Ideal,D,SI1,57.0
0.51,Ideal,D,SI1,55.0
1.2,Premium,E,SI2,57.0
0.7,Good,E,VS1,61.0
1.91,Premium,H,SI1,61.0
0.31,Very Good,G,VS2,58.0
0.7,Very Good,H,SI2,56.0
0.75,Premium,E,SI1,59.0
0.24,Ideal,F,VVS1,57.0
0.38,Ideal,I,VS1,56.0
0.35,Ideal,F,VS2,56.0
0.36,Ideal,E,VS2,54.0
0.32,Ideal,F,VVS1,55.0
1.67,Ideal,E,SI2,57.0
0.7,Premium,F,VS1,58.0
1.09,Premium,F,SI1,56.0
1.28,Ideal,G,VS2,57.0
0.33,Very Good,D,VS2,60.0
0.83,Ideal,F,SI1,55.9
0.5,Very Good,E,SI2,62.0
1.0,Good,E,SI1,59.0
1.01,Premium,F,SI2,58.0
1.01,Premium,D,VS2,59.0
0.7,Very Good,I,SI1,58.0
0.7,Ideal,E,SI1,56.0
1.27,Ideal,F,VS2,55.0
0.51,Ideal,E,VS2,55.0
0.37,Ideal,I,VVS1,57.0
0.41,Ideal,G,VS2,54.0
0.29,Ideal,J,VVS1,58.0
0.31,Ideal,I,VS2,57.0
0.32,Ideal,I,VS1,56.0
0.4,Premium,D,SI1,59.0
0.38,Ideal,G,VS1,56.0
0.41,Good,I,SI1,57.0
0.93,Premium,I,SI1,60.0
