carat,table,color,clarity
0.79,55.0,3.0,2.0
0.3,58.0,5.0,5.0
0.7,58.0,4.0,2.0
1.01,58.0,4.0,3.0
0.35,61.0,2.0,3.0
0.32,58.0,3.0,2.0
0.63,56.0,6.0,3.0
0.5,64.0,5.0,4.0
0.28,59.0,4.0,3.0
0.92,58.0,3.0,1.0
0.3,55.0,3.0,6.0
0.39,57.0,6.0,4.0
0.4,58.0,4.0,4.0
0.76,56.0,5.0,4.0
0.4,56.0,4.0,5.0
0.3,55.0,6.0,1.0
1.01,58.0,5.0,2.0
2.03,58.0,2.0,2.0
0.32,55.0,3.0,7.0
2.21,57.0,1.0,2.0
1.02,56.0,4.0,1.0
1.22,58.0,1.0,3.0
1.5,60.0,1.0,3.0
1.02,57.0,3.0,2.0
0.72,57.0,3.0,3.0
0.33,57.0,6.0,3.0
1.02,56.0,1.0,2.0
0.88,55.0,2.0,2.0
0.38,56.0,3.0,6.0
1.17,63.0,1.0,2.0
0.51,56.0,6.0,5.0
0.3,58.0,5.0,3.0
1.0,57.0,4.0,1.0
0.74,59.0,2.0,1.0
1.5,57.0,2.0,5.0
1.02,59.0,4.0,2.0
0.78,61.0,4.0,4.0
0.9,58.0,3.0,1.0
0.34,57.0,2.0,3.0
1.24,56.0,5.0,1.0
1.02,54.0,4.0,7.0
2.19,56.0,2.0,1.0
0.51,56.0,4.0,4.0
0.42,55.0,4.0,4.0
1.01,60.0,4.0,3.0
0.71,56.0,5.0,1.0
0.3,58.0,1.0,3.0
0.41,56.0,3.0,4.0
0.71,58.0,4.0,3.0
0.31,61.0,1.0,4.0
0.31,55.0,6.0,5.0
0.91,60.0,4.0,1.0
0.53,58.0,2.0,6.0
0.72,59.0,3.0,4.0
1.61,56.0,3.0,4.0
0.56,60.0,3.0,1.0
1.06,59.0,3.0,2.0
2.04,57.0,3.0,1.0
0.71,59.0,4.0,3.0
1.02,57.0,3.0,4.0
0.93,59.0,4.0,1.0
1.05,55.0,5.0,1.0
0.31,57.0,1.0,4.0
0.62,58.0,6.0,2.0
0.28,55.0,4.0,5.0
2.01,62.0,1.0,1.0
0.3,60.0,6.0,2.0
1.01,57.0,3.0,3.0
0.71,56.0,4.0,2.0
0.41,55.0,6.0,3.0
0.72,57.0,4.0,3.0
0.51,56.0,5.0,2.0
0.38,58.0,3.0,4.0
0.77,60.0,4.0,3.0
0.7,62.0,4.0,5.0
0.62,65.0,2.0,7.0
0.3,53.9,1.0,4.0
1.22,57.0,4.0,3.0
0.3,56.0,3.0,5.0
1.03,56.0,4.0,3.0
1.21,58.0,6.0,2.0
0.9,58.0,2.0,4.0
0.35,55.0,1.0,2.0
0.5,59.0,5.0,3.0
0.7,61.0,5.0,3.0
0.5,57.0,2.0,3.0
0.9,59.0,1.0,4.0
1.01,56.0,5.0,1.0
0.3,56.0,4.0,3.0
0.42,59.0,4.0,5.0
1.05,55.0,5.0,4.0
0.74,57.0,3.0,2.0
0.8,56.0,4.0,4.0
0.34,56.0,3.0,3.0
0.31,58.0,3.0,7.0
1.27,58.0,1.0,1.0
0.9,63.0,2.0,2.0
2.03,58.0,2.0,1.0
1.15,57.0,2.0,2.0
0.42,59.0,2.0,2.0
0.31,61.0,6.0,2.0
0.31,54.0,3.0,7.0
0.33,58.0,3.0,5.0
0.32,57.0,2.0,2.0
0.31,55.0,1.0,1.0
0.31,56.0,3.0,5.0
1.06,58.0,2.0,2.0
1.22,57.0,4.0,1.0
1.01,59.0,2.0,2.0
1.09,57.0,3.0,4.0
1.5,57.0,2.0,3.0
1.07,58.0,3.0,2.0
1.03,60.0,5.0,2.0
1.0,63.0,2.0,1.0
0.32,56.0,5.0,6.0
0.53,56.0,4.0,5.0
1.55,58.0,5.0,2.0
1.56,53.0,2.0,1.0
0.7,57.0,4.0,2.0
1.01,60.0,3.0,2.0
0.78,58.0,6.0,2.0
0.71,58.0,6.0,1.0
1.03,54.0,1.0,1.0
0.71,56.0,6.0,2.0
1.01,59.0,5.0,3.0
1.52,62.0,1.0,2.0
1.5,59.0,6.0,1.0
0.25,57.0,3.0,6.0
0.81,59.0,5.0,2.0
0.33,61.0,4.0,5.0
0.91,59.0,3.0,1.0
0.71,57.0,4.0,1.0
0.51,56.0,3.0,4.0
1.08,57.0,0.0,1.0
1.54,58.0,2.0,3.0
1.62,56.0,5.0,2.0
0.43,56.0,6.0,4.0
0.4,55.0,6.0,2.0
0.94,59.0,2.0,1.0
0.7,55.0,4.0,4.0
2.04,59.0,0.0,1.0
0.32,58.0,2.0,3.0
0.31,58.0,2.0,3.0
1.01,59.0,3.0,5.0
0.7,58.0,1.0,3.0
1.55,56.0,1.0,4.0
1.01,58.0,4.0,3.0
0.32,58.0,3.0,3.0
0.8,56.0,2.0,1.0
1.2,59.0,2.0,2.0
0.3,58.0,2.0,5.0
1.04,56.0,5.0,2.0
0.91,55.0,4.0,2.0
2.01,60.0,0.0,4.0
1.17,56.0,0.0,3.0
2.1,57.0,1.0,2.0
0.52,55.0,3.0,4.0
0.31,59.0,5.0,4.0
1.5,60.0,1.0,1.0
0.39,59.0,3.0,5.0
0.35,59.0,2.0,2.0
0.33,56.0,3.0,7.0
1.2,56.0,4.0,6.0
0.36,54.0,1.0,6.0
0.3,56.0,2.0,4.0
1.23,59.0,1.0,1.0
1.11,57.0,4.0,1.0
0.31,58.0,5.0,5.0
0.41,57.0,4.0,2.0
0.92,53.0,5.0,1.0
0.72,57.0,2.0,3.0
0.7,59.0,3.0,2.0
0.7,57.0,4.0,4.0
0.54,58.0,3.0,2.0
1.04,59.0,2.0,1.0
0.5,57.0,5.0,3.0
0.34,55.0,6.0,2.0
0.31,56.0,4.0,3.0
1.02,58.0,3.0,3.0
1.51,59.0,5.0,2.0
0.39,57.0,5.0,3.0
0.4,57.0,5.0,2.0
0.41,54.0,3.0,3.0
0.32,56.0,3.0,6.0
0.59,57.0,5.0,3.0
0.41,57.0,2.0,2.0
0.51,55.0,6.0,2.0
0.5,58.0,5.0,2.0
0.73,56.0,1.0,3.0
0.4,56.0,6.0,4.0
1.02,57.0,4.0,2.0
0.5,55.0,4.0,3.0
0.31,58.0,4.0,4.0
0.61,58.0,5.0,4.0
0.41,58.0,6.0,1.0
0.41,55.0,4.0,6.0
0.33,55.0,2.0,4.0
0.3,57.0,2.0,6.0
1.22,54.7,4.0,1.0
0.3,59.0,6.0,2.0
0.91,60.0,4.0,1.0
1.55,58.0,2.0,3.0
0.9,59.0,4.0,2.0
1.01,55.0,2.0,2.0
0.39,54.0,3.0,4.0
0.32,56.0,2.0,4.0
2.01,60.0,2.0,2.0
0.56,55.0,3.0,4.0
0.41,54.0,2.0,4.0
1.52,60.0,4.0,2.0
0.56,59.0,5.0,2.0
0.54,57.0,5.0,3.0
0.71,61.0,5.0,1.0
0.89,55.0,4.0,1.0
0.39,58.0,5.0,5.0
0.62,57.0,1.0,3.0
1.2,57.0,5.0,1.0
1.25,60.0,3.0,3.0
1.22,58.0,0.0,3.0
0.73,58.0,5.0,4.0
1.73,58.0,1.0,2.0
1.57,55.0,5.0,2.0
2.21,58.0,1.0,1.0
0.32,56.0,3.0,6.0
0.41,56.0,4.0,5.0
0.31,54.0,2.0,6.0
1.11,58.0,3.0,2.0
0.73,58.0,5.0,1.0
0.91,56.0,6.0,2.0
0.9,60.0,5.0,2.0
0.5,55.4,2.0,3.0
0.9,59.0,5.0,2.0
1.03,57.0,4.0,3.0
1.07,55.0,1.0,1.0
0.32,56.0,5.0,5.0
1.52,57.0,5.0,4.0
1.01,59.0,5.0,3.0
0.37,59.0,5.0,2.0
0.4,56.0,2.0,5.0
0.41,59.0,5.0,4.0
1.13,58.0,3.0,3.0
1.61,56.0,1.0,3.0
0.35,55.0,3.0,4.0
0.9,59.0,4.0,2.0
1.26,61.0,0.0,2.0
0.52,57.0,4.0,2.0
1.51,57.0,1.0,3.0
0.31,56.0,2.0,6.0
0.57,55.0,3.0,4.0
0.9,56.0,3.0,4.0
1.51,59.0,0.0,5.0
0.33,58.0,2.0,5.0
0.4,56.0,5.0,6.0
1.29,58.0,2.0,1.0
0.72,56.0,3.0,2.0
0.7,61.0,4.0,2.0
0.24,58.0,4.0,4.0
1.02,57.0,3.0,1.0
0.25,56.0,4.0,5.0
0.51,54.0,3.0,1.0
0.3,60.0,4.0,4.0
0.4,58.0,3.0,3.0
1.09,57.0,1.0,3.0
0.42,58.0,5.0,3.0
0.31,57.0,3.0,6.0
0.4,59.0,3.0,3.0
0.8,60.0,2.0,3.0
0.3,57.0,4.0,6.0
0.71,54.0,3.0,2.0
1.25,59.0,1.0,2.0
0.7,57.0,4.0,2.0
1.01,57.0,3.0,1.0
0.34,55.0,3.0,3.0
1.2,59.0,2.0,4.0
0.3,57.0,6.0,4.0
1.2,59.0,2.0,2.0
0.51,58.0,4.0,4.0
1.7,56.0,2.0,3.0
0.53,57.0,6.0,3.0
0.31,56.0,5.0,5.0
0.3,56.0,3.0,3.0
0.33,61.0,5.0,6.0
1.01,56.0,5.0,2.0
0.73,56.0,5.0,4.0
0.7,57.0,4.0,4.0
0.31,54.0,6.0,3.0
0.39,55.0,3.0,4.0
1.21,56.0,1.0,2.0
1.0,58.0,3.0,3.0
1.2,58.0,3.0,3.0
0.71,57.0,4.0,2.0
0.3,56.0,3.0,6.0
0.53,57.0,6.0,1.0
0.72,58.0,4.0,2.0
1.6,56.0,3.0,1.0
0.32,57.0,2.0,4.0
0.41,58.0,0.0,4.0
1.24,57.0,1.0,1.0
0.36,57.0,6.0,1.0
0.33,56.0,2.0,3.0
1.18,54.0,2.0,2.0
0.34,55.0,3.0,3.0
1.01,60.0,3.0,2.0
1.0,61.0,4.0,3.0
0.66,58.0,5.0,5.0
0.72,55.0,3.0,1.0
1.53,59.0,3.0,5.0
1.21,58.0,4.0,3.0
1.01,58.0,2.0,1.0
0.38,56.0,5.0,4.0
0.4,58.0,5.0,3.0
1.69,56.0,3.0,3.0
0.4,56.0,3.0,4.0
0.32,57.0,5.0,4.0
0.7,62.0,3.0,2.0
1.05,54.0,3.0,4.0
1.19,61.0,3.0,5.0
0.7,58.0,3.0,1.0
1.31,59.0,1.0,4.0
0.5,58.0,6.0,3.0
1.21,57.0,6.0,5.0
0.32,58.0,3.0,6.0
0.5,61.0,4.0,3.0
0.35,56.0,4.0,6.0
0.39,59.0,6.0,2.0
2.03,59.0,2.0,2.0
0.71,57.0,3.0,2.0
0.31,54.0,4.0,7.0
0.56,56.0,4.0,4.0
1.53,58.0,1.0,4.0
1.2,57.0,4.0,2.0
0.43,53.0,3.0,7.0
1.01,59.0,4.0,5.0
0.23,56.0,5.0,5.0
0.33,55.0,4.0,3.0
0.72,54.0,5.0,3.0
1.2,58.0,3.0,1.0
0.31,55.0,3.0,2.0
0.56,56.0,5.0,3.0
0.91,58.0,5.0,2.0
0.7,58.0,1.0,4.0
1.0,58.0,2.0,4.0
2.06,58.0,1.0,1.0
0.25,56.0,4.0,6.0
0.5,56.0,6.0,2.0
0.52,59.0,5.0,3.0
0.9,56.0,4.0,1.0
0.4,56.0,5.0,2.0
0.26,58.0,5.0,6.0
1.02,56.5,4.0,4.0
0.53,55.0,6.0,2.0
1.22,58.0,1.0,2.0
1.2,57.0,6.0,0.0
1.08,59.0,4.0,1.0
1.0,59.0,4.0,1.0
0.7,58.0,4.0,2.0
0.53,57.0,6.0,2.0
1.09,59.0,3.0,4.0
0.37,56.0,3.0,3.0
0.5,56.0,4.0,5.0
1.5,58.0,3.0,4.0
0.42,58.0,5.0,2.0
0.7,58.0,4.0,1.0
0.3,56.0,4.0,3.0
1.71,58.0,3.0,3.0
0.32,55.0,4.0,2.0
0.73,57.0,5.0,4.0
0.52,55.0,3.0,4.0
2.04,57.0,1.0,3.0
1.06,56.0,5.0,1.0
0.3,56.0,3.0,5.0
0.3,56.0,2.0,6.0
0.91,57.0,2.0,3.0
0.31,56.0,4.0,7.0
1.5,56.0,1.0,3.0
1.0,56.0,3.0,4.0
0.33,56.0,3.0,3.0
0.33,59.0,3.0,3.0
0.31,55.0,5.0,3.0
0.58,58.0,1.0,7.0
1.52,59.0,3.0,1.0
0.7,61.0,3.0,1.0
1.27,59.0,4.0,6.0
0.53,56.0,1.0,3.0
0.3,63.0,6.0,5.0
0.51,55.0,3.0,1.0
0.33,55.0,6.0,3.0
0.91,56.0,5.0,1.0
0.91,60.0,3.0,3.0
0.83,56.0,5.0,1.0
1.01,55.0,5.0,1.0
0.35,57.0,4.0,4.0
0.56,59.0,5.0,3.0
1.22,56.0,3.0,3.0
0.4,57.0,3.0,4.0
0.41,56.0,3.0,3.0
1.11,57.0,5.0,1.0
1.04,60.0,5.0,1.0
0.34,60.0,3.0,3.0
1.0,60.0,3.0,2.0
0.8,55.0,3.0,2.0
1.0,57.0,4.0,1.0
0.45,57.0,5.0,4.0
1.5,56.0,2.0,5.0
0.3,54.0,5.0,3.0
0.33,57.0,5.0,2.0
0.32,56.0,6.0,3.0
0.73,57.0,6.0,2.0
0.51,54.0,3.0,2.0
1.1,56.0,3.0,3.0
1.54,56.0,1.0,3.0
1.02,56.0,2.0,1.0
2.01,56.0,2.0,2.0
0.5,55.0,2.0,1.0
0.53,56.0,5.0,3.0
0.31,56.0,3.0,6.0
0.6,56.0,3.0,3.0
0.31,55.0,3.0,3.0
1.11,57.0,3.0,2.0
0.33,59.0,3.0,4.0
0.24,58.0,5.0,5.0
0.5,58.0,1.0,3.0
0.9,59.0,2.0,2.0
0.54,58.0,1.0,2.0
1.5,60.0,4.0,2.0
0.71,56.0,5.0,3.0
0.3,58.0,6.0,3.0
0.4,58.0,3.0,5.0
0.9,63.0,1.0,2.0
0.32,58.0,6.0,2.0
0.32,55.0,4.0,7.0
0.54,59.0,4.0,3.0
1.5,57.0,4.0,2.0
1.55,55.0,1.0,2.0
1.0,60.0,3.0,3.0
1.22,59.0,2.0,4.0
1.06,61.0,1.0,1.0
0.76,57.0,1.0,2.0
1.04,59.0,3.0,3.0
0.5,58.0,5.0,1.0
1.51,60.0,2.0,2.0
0.32,58.0,2.0,3.0
0.72,55.0,3.0,2.0
0.56,58.0,3.0,2.0
0.52,55.0,4.0,4.0
0.4,59.0,4.0,5.0
1.53,57.0,3.0,5.0
0.32,55.0,4.0,6.0
0.9,57.0,3.0,4.0
0.51,56.0,4.0,5.0
0.32,60.0,5.0,2.0
1.07,59.0,2.0,1.0
1.03,57.0,3.0,4.0
0.74,55.0,4.0,2.0
0.98,61.0,2.0,3.0
0.41,56.0,4.0,6.0
0.31,57.0,6.0,4.0
1.09,55.0,2.0,4.0
0.3,58.0,3.0,4.0
1.0,63.0,5.0,2.0
0.3,53.0,3.0,2.0
1.51,57.0,3.0,4.0
0.41,55.0,2.0,2.0
0.43,57.0,6.0,2.0
1.21,57.7,2.0,3.0
0.57,59.0,4.0,3.0
0.9,57.0,5.0,1.0
0.23,56.0,4.0,5.0
1.41,58.0,1.0,1.0
0.34,57.0,3.0,6.0
0.7,57.0,4.0,3.0
0.72,57.0,4.0,3.0
1.01,57.0,3.0,1.0
0.9,61.0,5.0,4.0
0.77,56.0,5.0,2.0
0.41,57.0,3.0,4.0
0.32,56.0,3.0,3.0
0.9,59.0,6.0,1.0
0.91,61.0,3.0,1.0
0.41,54.0,5.0,1.0
0.96,55.0,1.0,4.0
0.31,57.0,3.0,3.0
1.01,58.0,4.0,2.0
0.32,55.0,2.0,5.0
1.01,56.0,4.0,2.0
0.31,56.0,5.0,3.0
0.6,60.0,4.0,3.0
1.52,55.0,2.0,2.0
0.51,55.0,3.0,4.0
0.9,56.0,6.0,1.0
1.01,58.0,5.0,3.0
0.9,56.0,5.0,1.0
1.51,57.0,0.0,2.0
0.32,56.0,6.0,3.0
1.13,58.0,0.0,3.0
0.56,56.0,6.0,5.0
1.06,60.0,4.0,4.0
0.36,59.0,1.0,4.0
0.32,56.0,2.0,2.0
0.31,58.0,5.0,5.0
0.31,56.0,5.0,3.0
1.02,58.0,4.0,1.0
1.61,55.0,1.0,2.0
0.9,58.0,5.0,1.0
0.53,55.0,4.0,4.0
0.71,56.0,3.0,2.0
0.3,58.0,4.0,3.0
0.71,59.0,0.0,2.0
1.05,57.0,2.0,1.0
0.58,54.0,2.0,3.0
0.56,57.0,4.0,3.0
1.52,58.0,3.0,4.0
1.01,55.0,1.0,1.0
0.57,58.0,4.0,4.0
0.52,55.0,6.0,3.0
0.38,55.0,5.0,3.0
0.57,55.0,5.0,3.0
0.51,57.0,6.0,3.0
0.26,59.0,3.0,2.0
0.34,56.0,1.0,2.0
0.91,57.0,4.0,1.0
1.04,56.0,4.0,2.0
0.37,56.0,5.0,5.0
0.46,56.0,6.0,3.0
0.55,56.0,4.0,3.0
0.34,55.0,4.0,3.0
0.72,55.0,5.0,1.0
0.4,56.0,3.0,4.0
1.06,59.0,4.0,1.0
1.08,57.0,4.0,1.0
0.4,58.0,4.0,5.0
0.34,55.0,1.0,4.0
1.22,59.0,1.0,3.0
1.04,58.0,1.0,3.0
0.7,59.0,1.0,5.0
0.31,58.0,6.0,1.0
0.76,59.0,2.0,3.0
1.28,62.0,1.0,3.0
0.34,54.0,3.0,7.0
0.81,57.0,6.0,2.0
0.9,62.0,2.0,3.0
0.51,55.0,5.0,3.0
1.5,62.0,3.0,2.0
1.67,60.0,4.0,3.0
2.01,54.0,3.0,1.0
0.92,59.0,2.0,1.0
0.26,57.0,4.0,4.0
1.09,61.0,3.0,6.0
0.3,54.0,5.0,4.0
0.3,56.0,2.0,4.0
0.72,56.0,6.0,1.0
0.71,55.0,1.0,5.0
2.03,59.0,1.0,1.0
2.11,56.0,1.0,2.0
1.25,58.0,1.0,4.0
1.3,56.0,3.0,6.0
0.4,56.0,4.0,6.0
0.53,60.0,6.0,2.0
0.4,56.0,3.0,2.0
0.31,56.0,4.0,6.0
0.74,57.0,5.0,1.0
0.5,59.0,3.0,4.0
1.51,58.0,3.0,1.0
0.47,55.0,5.0,3.0
0.73,60.0,5.0,3.0
1.51,59.0,3.0,3.0
1.01,57.0,4.0,1.0
1.04,61.0,6.0,1.0
1.13,55.0,2.0,2.0
1.21,59.0,0.0,3.0
0.91,61.0,6.0,1.0
1.01,57.0,0.0,3.0
0.73,57.0,5.0,1.0
0.52,56.0,6.0,3.0
0.4,57.0,3.0,6.0
0.7,58.0,4.0,2.0
2.21,55.0,1.0,1.0
0.9,54.0,5.0,2.0
0.42,59.0,3.0,3.0
0.57,56.0,3.0,2.0
0.52,56.0,3.0,5.0
1.56,60.0,1.0,4.0
0.52,56.0,5.0,3.0
1.04,56.0,2.0,2.0
0.34,57.0,1.0,5.0
0.4,56.0,6.0,5.0
0.54,57.0,5.0,3.0
1.03,57.0,2.0,2.0
0.28,56.0,5.0,4.0
0.52,55.0,4.0,3.0
0.5,57.0,3.0,3.0
0.32,54.0,6.0,4.0
0.5,58.0,5.0,4.0
1.0,60.0,6.0,2.0
0.9,58.0,3.0,2.0
2.08,56.0,6.0,1.0
0.32,55.0,2.0,3.0
2.06,56.0,1.0,3.0
0.23,57.0,5.0,6.0
1.19,58.0,5.0,2.0
0.91,56.0,3.0,2.0
0.33,56.0,6.0,3.0
0.9,63.0,4.0,2.0
0.35,58.0,4.0,1.0
0.3,57.0,1.0,4.0
0.59,57.0,6.0,2.0
0.55,57.0,3.0,2.0
0.4,58.0,6.0,1.0
0.31,60.0,2.0,2.0
0.7,56.0,5.0,5.0
0.75,59.0,5.0,3.0
2.05,60.0,5.0,1.0
1.51,58.0,2.0,3.0
0.51,55.0,3.0,4.0
0.28,59.0,5.0,5.0
0.71,59.0,1.0,2.0
1.5,59.0,0.0,3.0
0.56,57.0,5.0,4.0
0.81,56.0,2.0,4.0
0.72,55.0,3.0,2.0
0.9,56.0,4.0,3.0
1.0,58.0,3.0,3.0
0.5,60.0,5.0,2.0
0.4,56.0,6.0,4.0
1.0,56.0,2.0,1.0
0.33,57.0,3.0,3.0
0.9,58.0,6.0,1.0
0.56,59.0,4.0,3.0
0.96,57.0,2.0,1.0
1.02,57.0,2.0,2.0
0.3,54.0,4.0,3.0
1.21,58.0,2.0,5.0
0.3,57.0,1.0,3.0
1.01,60.0,2.0,2.0
0.9,58.0,4.0,2.0
1.31,59.0,2.0,1.0
0.76,59.0,5.0,2.0
0.72,57.0,3.0,1.0
0.3,56.0,6.0,3.0
1.0,59.0,1.0,2.0
0.3,58.0,2.0,4.0
1.28,55.0,4.0,5.0
0.5,55.4,5.0,5.0
0.31,56.0,5.0,7.0
0.7,57.0,1.0,1.0
0.73,60.0,4.0,4.0
0.76,59.0,2.0,4.0
0.32,58.0,2.0,3.0
1.5,60.0,3.0,5.0
0.71,55.0,2.0,1.0
0.4,55.0,4.0,2.0
1.13,57.0,3.0,2.0
0.4,57.0,5.0,4.0
1.13,55.0,2.0,1.0
0.53,59.0,5.0,1.0
0.41,54.0,0.0,1.0
1.01,56.0,6.0,2.0
0.35,55.0,2.0,4.0
0.35,58.0,2.0,4.0
0.31,55.0,2.0,2.0
0.3,57.0,6.0,6.0
0.52,57.0,2.0,2.0
0.33,53.7,3.0,5.0
0.7,59.0,4.0,2.0
1.5,57.0,1.0,4.0
1.03,56.0,3.0,2.0
1.02,56.0,6.0,1.0
0.41,59.0,4.0,4.0
0.73,57.0,4.0,2.0
0.75,56.0,2.0,3.0
0.71,58.0,5.0,3.0
1.51,59.0,2.0,5.0
0.23,57.0,5.0,3.0
0.52,57.0,4.0,3.0
0.7,56.0,5.0,3.0
0.31,56.0,6.0,3.0
0.31,57.0,2.0,2.0
0.77,54.0,5.0,3.0
1.22,58.0,3.0,4.0
0.9,57.0,5.0,1.0
0.5,57.0,5.0,1.0
1.2,59.0,2.0,1.0
0.32,55.0,2.0,7.0
1.14,58.0,2.0,1.0
0.7,57.0,3.0,5.0
1.0,56.0,4.0,2.0
0.35,57.0,4.0,6.0
0.4,54.0,5.0,3.0
1.56,64.0,0.0,3.0
0.51,57.0,5.0,2.0
0.53,55.0,3.0,4.0
0.31,58.0,5.0,3.0
0.73,59.0,5.0,3.0
0.5,58.0,3.0,5.0
1.5,55.0,5.0,1.0
0.51,58.0,3.0,3.0
1.03,59.0,4.0,3.0
0.36,54.0,2.0,7.0
0.52,56.0,3.0,5.0
0.42,56.0,2.0,5.0
0.42,56.0,3.0,4.0
0.75,60.0,4.0,4.0
1.24,60.0,1.0,2.0
0.7,56.0,5.0,2.0
1.35,59.0,4.0,1.0
0.5,57.0,3.0,3.0
0.34,59.0,3.0,3.0
0.3,56.0,3.0,6.0
0.3,55.0,2.0,4.0
1.2,56.0,2.0,2.0
2.0,58.0,5.0,1.0
0.36,59.0,5.0,2.0
0.8,56.0,4.0,2.0
0.39,54.0,6.0,3.0
1.01,58.0,0.0,3.0
0.5,57.0,1.0,2.0
2.08,61.0,4.0,1.0
0.72,57.0,2.0,6.0
0.9,62.0,4.0,2.0
1.21,58.0,2.0,2.0
2.01,62.0,1.0,1.0
2.09,55.0,0.0,4.0
0.37,56.0,4.0,6.0
1.52,58.0,3.0,3.0
1.13,57.0,2.0,1.0
1.02,58.0,3.0,3.0
0.49,62.0,6.0,2.0
1.6,57.0,3.0,4.0
0.35,58.0,6.0,3.0
0.5,57.0,4.0,1.0
0.7,62.0,4.0,4.0
0.54,59.0,3.0,2.0
0.32,54.0,3.0,5.0
0.71,61.0,5.0,1.0
0.34,56.0,5.0,5.0
1.01,63.0,2.0,4.0
0.26,61.0,0.0,4.0
0.3,56.0,6.0,2.0
0.47,57.0,2.0,3.0
0.36,56.0,4.0,4.0
1.04,59.0,0.0,3.0
0.7,67.0,4.0,1.0
0.72,55.0,1.0,3.0
0.51,55.0,4.0,6.0
1.33,55.0,2.0,1.0
0.7,58.0,3.0,4.0
1.2,61.0,1.0,2.0
0.3,59.0,5.0,5.0
0.27,59.0,4.0,5.0
1.52,58.0,6.0,3.0
1.39,61.0,1.0,3.0
0.31,55.0,3.0,6.0
0.71,57.0,4.0,3.0
0.9,60.0,6.0,2.0
0.71,57.0,4.0,1.0
0.91,57.0,4.0,1.0
1.16,57.0,3.0,3.0
0.71,58.0,1.0,4.0
0.51,55.0,3.0,4.0
0.4,56.0,3.0,3.0
2.03,55.0,6.0,1.0
0.31,57.0,4.0,7.0
0.38,53.9,1.0,4.0
1.21,57.0,3.0,3.0
0.3,58.0,0.0,2.0
0.42,55.0,3.0,6.0
1.01,58.0,5.0,2.0
0.41,56.0,5.0,4.0
0.27,56.0,5.0,4.0
0.3,59.0,6.0,2.0
1.5,57.0,1.0,2.0
0.7,65.0,5.0,4.0
0.4,59.0,5.0,4.0
0.54,55.0,4.0,4.0
0.54,55.0,6.0,3.0
0.33,56.0,3.0,3.0
1.2,55.0,3.0,5.0
0.72,57.0,2.0,5.0
0.24,59.0,4.0,5.0
0.56,58.0,3.0,7.0
0.31,55.0,2.0,3.0
0.73,56.0,3.0,5.0
1.2,60.0,2.0,2.0
0.7,60.0,5.0,3.0
0.71,59.0,4.0,4.0
1.54,59.0,3.0,3.0
1.01,59.0,6.0,2.0
1.0,59.0,5.0,2.0
0.36,56.0,3.0,4.0
0.56,58.0,4.0,3.0
0.41,56.0,3.0,4.0
0.58,55.0,3.0,4.0
0.53,58.0,4.0,3.0
0.7,58.0,4.0,5.0
0.57,57.0,6.0,3.0
0.7,64.0,6.0,1.0
1.06,55.0,3.0,6.0
2.03,56.0,2.0,1.0
0.3,57.0,3.0,3.0
1.01,59.0,4.0,2.0
1.21,60.0,3.0,3.0
1.51,60.0,4.0,2.0
0.9,55.0,1.0,4.0
0.33,56.0,3.0,3.0
1.01,58.0,2.0,2.0
1.05,57.0,2.0,2.0
0.43,59.0,6.0,2.0
0.44,56.0,2.0,6.0
0.46,58.0,4.0,3.0
1.0,62.0,6.0,1.0
1.0,58.0,3.0,3.0
0.5,55.0,4.0,3.0
0.4,58.0,4.0,2.0
1.12,57.0,2.0,1.0
0.38,57.0,5.0,4.0
0.93,59.0,5.0,1.0
1.0,57.0,6.0,1.0
0.9,63.0,6.0,2.0
0.31,55.0,4.0,5.0
2.01,58.0,1.0,2.0
0.32,59.0,3.0,3.0
0.57,56.0,4.0,4.0
1.0,59.0,5.0,3.0
0.7,63.0,4.0,5.0
1.02,59.0,4.0,1.0
0.33,58.0,3.0,6.0
1.28,59.0,3.0,5.0
1.01,58.0,5.0,2.0
0.39,55.0,3.0,2.0
1.06,57.0,2.0,2.0
0.71,57.0,3.0,2.0
1.56,55.0,2.0,5.0
1.15,56.0,3.0,4.0
2.28,59.0,1.0,2.0
2.01,57.0,3.0,1.0
1.13,56.0,3.0,3.0
1.01,60.0,1.0,2.0
1.6,54.0,2.0,1.0
1.0,60.0,5.0,1.0
1.09,58.0,2.0,2.0
0.52,58.0,5.0,4.0
1.1,58.0,5.0,3.0
1.03,55.0,3.0,7.0
0.35,56.0,4.0,3.0
2.23,57.0,2.0,1.0
0.74,57.0,3.0,5.0
0.7,57.0,3.0,2.0
0.34,57.0,2.0,5.0
0.72,58.0,3.0,2.0
1.7,59.0,5.0,2.0
1.09,61.0,4.0,3.0
1.39,59.0,1.0,2.0
0.31,56.0,3.0,5.0
0.6,57.0,2.0,1.0
0.5,60.0,2.0,3.0
0.73,55.0,3.0,4.0
1.54,58.0,2.0,3.0
1.23,57.0,3.0,4.0
1.01,59.0,4.0,3.0
2.0,59.0,2.0,3.0
2.08,57.0,1.0,1.0
0.7,56.0,1.0,4.0
0.9,61.0,5.0,2.0
0.43,58.0,4.0,2.0
1.42,58.0,1.0,3.0
1.7,58.0,3.0,1.0
1.01,62.0,5.0,1.0
0.71,58.0,6.0,3.0
1.09,54.0,3.0,5.0
0.34,58.0,4.0,3.0
0.51,55.0,4.0,5.0
0.54,58.0,6.0,2.0
1.03,55.9,3.0,3.0
0.56,56.0,4.0,2.0
